b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct;party_granular;party_simple;birth_date;start_date;tenure;death_date
01036;Plate;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Plate;fiscal;Rotterdam;26344;58158;1517;0,306257919761913;0,6761040344317520;0,01763543723616193;549281;163;827;84963;20249;184686;0,29307894500824427;6,98487054067293e-02;0,63707234958502645;liberal;liberal;1845-05-26;1893-02-28;115;1927-12-23
01273;Smit;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Smit;fiscal;Ridderkerk;3345;1208;567;0,653320312500000;0,2359073978330326;0,11072295743712440;54284;3582;4418;611;9031;35684;0,01348012178440630;1,99245466178352e-01;0,78727441203724124;liberal;liberal;1845-05-01;1886-07-14;2536;1935-05-10
00468;Goekoop;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Goekoop;fiscal;Brielle;0;0;0;NA;NA;NA;60728;4651;8620;2011;6388;35293;0,04602673258262381;1,46205254966584e-01;0,80776801245079188;liberal;liberal;1845-04-16;1884-11-17;3140;1911-10-07
01120;Roessingh;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Roessingh;fiscal;Emmen;9635;1561;3860;0,639944208289054;0,1036751895365909;0,25636353368115433;27624;2491;2114;6337;7886;41752;0,11321125502456454;1,40884323358642e-01;0,74590442161679316;liberal;liberal;1840-02-08;1891-09-15;647;1916-12-19
00404;Ferf;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Ferf;fiscal;Hoorn;3207;4478;1547;0,347378682842288;0,4850337423762391;0,16755421639822060;101901;3306;8711;13461;1330;23509;0,35146214099216710;3,47258485639687e-02;0,61381201044386424;liberal;liberal;1854-01-09;1891-10-02;630;1916-04-29
00607;van Houten;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Houten;fiscal;Groningen;14942;17348;6842;0,381835837677604;0,4433157192622656;0,17484043059763046;211782;1779;2873;10422;12367;66716;0,11644042232277527;1,38171051896542e-01;0,74538852578068260;liberal;liberal;1837-02-17;1869-02-24;8885;1930-10-14
00400;van der Feltz;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Feltz;fiscal;Assen;4437;3831;2328;0,418742921857305;0,3615372413023043;0,21968937153089255;54898;3083;3662;2439;4416;39561;0,05254653567735263;9,51396070320579e-02;0,85231385729058939;liberal;liberal;1824-03-01;1877-12-17;5667;1910-12-02
00500;van Gijn;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Gijn;fiscal;Dordrecht;5887;8086;796;0,398605186539373;0,5474833617910790;0,05389322311861160;116515;536;2001;5798;5169;39905;0,11397232269224720;1,01607957225979e-01;0,78441972008177396;liberal;liberal;1848-10-08;1889-04-10;1535;1937-09-24
00071;W.H. de Beaufort;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Beaufort 2;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,34025169646307257;6,42807302366570e-02;0,59546757330027045;liberal;liberal;1845-03-19;1877-04-23;5905;1918-04-02
00849;Lucasse;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Lucasse;fiscal;Middelburg;3592;7107;546;0,319430858159182;0,6319962757569837;0,04855080546432261;110138;4648;6368;6818;8494;35415;0,13440574053265519;1,67445344688233e-01;0,69814891477911167;protestant;confessional;1852-02-09;1888-05-01;1879;1926-03-10
01067;Pijnacker Hordijk;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Pijnacker Hordijk;fiscal;'s-Gravenhage;16923;36816;2477;0,301035292443432;0,6548990118877976;0,04406143945066406;525337;130;666;63164;7822;111627;0,34588994211803104;4,28337522520302e-02;0,61127630562993873;liberal;liberal;1842-04-27;1891-09-15;647;1918-08-09
01148;Rutgers van Rozenburg;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Rutgers van Rozenburg;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,34025169646307257;6,42807302366570e-02;0,59546757330027045;liberal;liberal;1830-08-10;1869-09-21;8676;1902-10-31
00279;Cremer;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Cremer;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,34025169646307257;6,42807302366570e-02;0,59546757330027045;liberal;liberal;1847-06-30;1884-11-17;3140;1923-08-14
00299;van Delden;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Delden;fiscal;Deventer;7121;5003;2984;0,471339687582738;0,3311387292278805;0,19750076184149579;75140;986;2059;10028;1014;33155;0,22689322804715251;2,29427336697061e-02;0,75016403828314149;liberal;liberal;1828-02-21;1864-09-19;10504;1898-11-08
00293;A. baron van Dedem;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Dedem;fiscal;Zwolle;8532;6208;4588;0,441432119205298;0,3211847174435804;0,23736646214504928;105644;1198;1839;12002;3763;29891;0,26287892062379536;8,24207114070440e-02;0,65470036796916065;protestant;confessional;1838-02-07;1879-09-15;5030;1931-03-01
01113;Rink;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Rink;fiscal;Arnhem;6229;11723;1051;0,327790348892280;0,6168919533111296;0,05530430747773984;211668;112;559;22781;1880;26288;0,44713340791772166;3,68996447427820e-02;0,51596694733949633;liberal;liberal;1851-08-13;1891-09-15;647;1941-08-06
00809;Levy;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Levy;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,34025169646307257;6,42807302366570e-02;0,59546757330027045;liberal;liberal;1836-02-17;1887-11-14;2048;1920-03-17
00498;Guyot;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Guyot;fiscal;'s-Gravenhage;16923;36816;2477;0,301035292443432;0,6548990118877976;0,04406143945066406;525337;130;666;63164;7822;111627;0,34588994211803104;4,28337522520302e-02;0,61127630562993873;liberal;liberal;1836-05-07;1889-11-19;1312;1912-05-06
01204;Schimmelpenninck van der Oye;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Schimmelpenninck van der Oye;fiscal;Amersfoort;8999;6726;5316;0,427688798060929;0,3196551155880339;0,25264061549230887;108469;2362;6229;16977;6420;28018;0,33019546824856560;1,24866284158320e-01;0,54493824759311482;protestant;confessional;1836-08-12;1884-11-17;3140;1914-04-11
00666;van der Kaay;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kaay;fiscal;Alkmaar;2168;3446;302;0,366463826910074;0,5824520879612667;0,05103981871259829;117620;3877;9127;21062;1638;25180;0,43989139515455306;3,42105263157895e-02;0,52589807852965753;liberal;liberal;1831-05-05;1875-08-10;6527;1918-07-29
01384;Tydeman;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Tydeman;fiscal;Tiel;1364;2122;246;0,365487674169346;0,5685402480029704;0,06589990558631133;60458;3748;3829;5776;1181;38703;0,12650021901007447;2,58650897941305e-02;0,84763469119579504;liberal;liberal;1854-03-06;1891-12-14;557;1916-11-04
00264;Conrad;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Conrad;fiscal;'s-Gravenhage;16923;36816;2477;0,301035292443432;0,6548990118877976;0,04406143945066406;525337;130;666;63164;7822;111627;0,34588994211803104;4,28337522520302e-02;0,61127630562993873;liberal;liberal;1825-05-26;1891-09-15;647;1902-08-12
00525;Hartogh;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Hartogh;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,34025169646307257;6,42807302366570e-02;0,59546757330027045;liberal;liberal;1844-12-29;1886-07-14;2536;1901-02-13
00862;Ae. baron Mackay;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Mackay;fiscal;Kampen;7792;4059;4680;0,471356844715988;0,2455316839247588;0,28309219372414079;64231;2485;3201;3500;9933;31842;0,07730535615681942;2,19392600773054e-01;0,70330204307012700;protestant;confessional;1838-11-29;1876-05-02;6261;1909-11-13
01135;Roijaards van den Ham;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Roijaards van den Ham;fiscal;Breukelen;8156;4481;4861;0,466110412618585;0,2560795884465291;0,27779171228729038;93077;6421;10242;16873;5272;20798;0,39291619123023547;1,22767389330042e-01;0,48431641943972242;liberal;liberal;1829-01-01;1888-05-01;1879;1897-03-02
00469;Goeman Borgesius;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Goeman Borgesius;fiscal;Zutphen;7369;5332;2446;0,486498976695055;0,3520055951434721;0,16147518335779468;100577;1504;3403;13417;1480;39010;0,24889160962398205;2,74546904854657e-02;0,72365369989055228;liberal;liberal;1847-01-11;1877-11-19;5695;1917-01-18
00682;Kerdijk;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kerdijk;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,34025169646307257;6,42807302366570e-02;0,59546757330027045;liberal;liberal;1846-05-24;1887-09-19;2104;1905-03-14
00815;Lieftinck;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Lieftinck;fiscal;Franeker;9155;4281;7142;0,444892603751579;0,2080332125358348;0,34705867413897795;72481;1195;2004;2333;6850;25901;0,06649754874016645;1,95245696043781e-01;0,73825675521605294;liberal;liberal;1835-06-08;1879-02-18;5239;1917-07-07
00057;Bahlmann;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Bahlmann;fiscal;Tilburg;9215;4411;1120;0,624915231249152;0,2991192917264777;0,07594804159688133;56139;1129;2598;50865;818;3746;0,91766043046058909;1,47576178534702e-02;0,06758195168594057;catholic;confessional;1848-08-20;1880-12-13;4575;1898-05-13
00727;Kolkman;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kolkman;fiscal;Rheden;4445;2210;2619;0,479296959240888;0,2382883102369507;0,28238056586861610;78697;1748;3344;31457;1729;15265;0,64925388536872308;3,56855379661927e-02;0,31506057666508430;catholic;confessional;1853-03-09;1884-05-06;3335;1924-02-19
01191;Schepel;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Schepel;fiscal;Appingedam;9721;5935;7470;0,420349390296636;0,2566328861248287;0,32300360340245943;89280;4007;5185;1426;11366;30045;0,03328897915353549;2,65331372411700e-01;0,70137964843476430;liberal;liberal;1833-11-23;1874-04-29;6995;1909-03-02
00696;Kielstra;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kielstra;fiscal;Lochem;1952;363;1677;0,488977955911824;0,0909207268959951;0,42002916473963592;51769;3198;4448;12209;505;29080;0,29212327128295928;1,20830741254726e-02;0,69579365459156817;liberal;liberal;1844-03-06;1884-11-17;3140;1920-06-04
01391;Veegens;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Veegens;fiscal;Groningen;14942;17348;6842;0,381835837677604;0,4433157192622656;0,17484043059763046;211782;1779;2873;10422;12367;66716;0,11644042232277527;1,38171051896542e-01;0,74538852578068260;liberal;liberal;1845-01-22;1881-11-15;4238;1910-12-27
01389;Valette;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Valette;fiscal;Gouda;3654;3987;310;0,459564834611998;0,5014173772111646;0,03898409470235782;72686;1983;3849;9066;4253;33130;0,19518181231027576;9,15627892957868e-02;0,71325539839393748;liberal;liberal;1855-12-18;1893-06-22;1;1935-11-17
00584;Hintzen;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Hintzen;fiscal;Rotterdam;26344;58158;1517;0,306257919761913;0,6761040344317520;0,01763543723616193;549281;163;827;84963;20249;184686;0,29307894500824427;6,98487054067293e-02;0,63707234958502645;liberal;liberal;1851-01-06;1888-05-07;1873;1932-11-18
00889;Mees;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Mees;fiscal;Rotterdam;26344;58158;1517;0,306257919761913;0,6761040344317520;0,01763543723616193;549281;163;827;84963;20249;184686;0,29307894500824427;6,98487054067293e-02;0,63707234958502645;liberal;liberal;1834-07-05;1873-10-04;7202;1915-06-04
01118;Roell;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Röell;fiscal;Utrecht;12949;20672;2759;0,355937328202309;0,5682187396849907;0,07583644626959904;267114;1251;4272;37809;6196;58672;0,36823241816570418;6,03445757082891e-02;0,57142300612600683;liberal;liberal;1844-07-21;1877-09-18;5757;1914-07-13
00781;Land;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Land;fiscal;Den Helder;3014;6048;1480;0,285904003035477;0,5736896205502736;0,14037937116179725;68331;1001;4604;8122;3247;29486;0,19880063639701384;7,94761963040020e-02;0,72172316729898411;liberal;liberal;1845-11-07;1888-05-14;1866;1894-10-07
00019;van Alphen;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Alphen;fiscal;Ommen;6797;959;4496;0,554766568723474;0,0782693910184875;0,36694153712143979;28815;2084;1862;8098;8622;26295;0,18825990933395328;2,00441706381495e-01;0,61129838428455185;protestant;confessional;1829-12-01;1884-12-08;3119;1911-07-15
01180;Schaepman;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Schaepman;fiscal;Almelo;7853;2735;3945;0,540356430193353;0,1881853927484318;0,27143757286010139;41091;1356;1890;23934;3314;21482;0,49115534578288528;6,80073876462138e-02;0,44083726657090089;catholic;confessional;1844-03-02;1880-07-15;4726;1903-01-21
01385;Tijdens;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Tijdens;fiscal;Winschoten;9848;5354;7301;0,437630538150469;0,2379192054077279;0,32443588976660298;73652;2868;3739;703;4241;39112;0,01595696386417287;9,62638460141638e-02;0,88777919012166340;liberal;liberal;1858-10-07;1891-09-15;647;1904-05-28
00671;de Kanter;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kanter;fiscal;Bergum;10921;4079;8928;0,456410899364761;0,1704664910245537;0,37310958316776055;53036;963;1051;35;17119;23712;0,00085645769099006;4,18905691773112e-01;0,58023785053589783;liberal;liberal;1844-07-19;1891-09-15;647;1906-07-14
00917;de Meijier;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Meijier;fiscal;Zaandam;2400;2885;400;0,422163588390501;0,5074381315914654;0,07034909469842905;76592;1708;7072;6923;3581;31882;0,16333223234086727;8,44854433067522e-02;0,75218232435238053;liberal;liberal;1836-07-20;1877-12-10;5674;1909-03-23
00107;van Beuningen;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Beuningen;fiscal;Utrecht;12949;20672;2759;0,355937328202309;0,5682187396849907;0,07583644626959904;267114;1251;4272;37809;6196;58672;0,36823241816570418;6,03445757082891e-02;0,57142300612600683;liberal;liberal;1841-06-18;1891-09-15;647;1908-02-07
00089;van Berckel;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Berckel;fiscal;Loosduinen;2020;1567;1404;0,404728511320377;0,3139396793550251;0,28126585116803093;88470;2695;6976;17475;10086;22235;0,35093180175114469;2,02546389268214e-01;0,44652180898064103;catholic;confessional;1847-08-18;1883-09-17;3567;1915-11-10
00160;Bool;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Bool;fiscal;Leiden;6425;9784;291;0,389393939393939;0,5929557034328943;0,01763531369429644;118844;92;482;13847;3479;31392;0,28422759554989940;7,14109774621290e-02;0,64436142698797161;liberal;liberal;1828-02-27;1888-05-01;1879;1898-01-22
01269;Smeenge;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Smeenge;fiscal;Meppel;4019;5364;2068;0,350973714086106;0,4684163477578105;0,18058265936281345;49190;2671;2321;976;9049;31405;0,02355780835143615;2,18416606323920e-01;0,75802558532464381;liberal;liberal;1852-05-25;1886-04-05;2636;1935-05-09
00684;van Kerkwijk;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Kerkwijk;fiscal;Zierikzee;1266;1462;557;0,385388127853881;0,4450010660189571;0,16951574914877188;72131;7190;8143;2589;4732;36051;0,05969288942174674;1,09102646868948e-01;0,83120446370930556;liberal;liberal;1830-12-19;1863-03-04;11069;1901-05-21
01613;Zijp;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Zijp;fiscal;Enkhuizen;873;862;689;0,360148514851485;0,3555577336676055;0,28415702435730483;90362;6144;9738;16850;4568;20302;0,40388302972195583;1,09491850431448e-01;0,48662511984659634;liberal;liberal;1846-09-23;1890-11-11;955;1897-09-17
00609;Houwing;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Houwing;fiscal;Wolvega;8755;3405;6321;0,473729776527244;0,1842385542292558;0,34201477004018516;41045;1449;1690;2416;5267;32355;0,06034267445926370;1,31550027473900e-01;0,80810729806683645;liberal;liberal;1831-03-01;1891-09-15;647;1907-02-04
00553;Heldt;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Heldt;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,34025169646307257;6,42807302366570e-02;0,59546757330027045;liberal;liberal;1841-09-01;1885-11-24;2768;1914-01-13
00562;Hennequin;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Hennequin;fiscal;Oostburg;0;0;0;NA;NA;NA;61006;5209;7365;14822;3148;20703;0,38326481007421198;8,14004602694386e-02;0,53533472965634943;liberal;liberal;1851-05-20;1891-09-15;647;1912-02-02
01404;van Velzen;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Velzen;fiscal;Bodegraven;0;0;0;NA;NA;NA;88191;4611;6614;10804;6480;27211;0,24281379930329247;1,45634340937184e-01;0,61155185975952353;protestant;confessional;1835-11-02;1888-05-01;1879;1913-02-13
01437;Viruly Verbrugge;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Viruly Verbrugge;fiscal;Rotterdam;26344;58158;1517;0,306257919761913;0,6761040344317520;0,01763543723616193;549281;163;827;84963;20249;184686;0,29307894500824427;6,98487054067293e-02;0,63707234958502645;liberal;liberal;1830-01-04;1863-03-09;11064;1908-12-10
00462;Gleichman;1;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Gleichman;fiscal;Amsterdam;43443;107573;1655;0,284553058537640;0,7046053245370755;0,01084023342541958;1240199;168;1233;122395;23123;214201;0,34025169646307257;6,42807302366570e-02;0,59546757330027045;liberal;liberal;1834-07-19;1880-09-21;4658;1906-04-30
01069;Pyttersen;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Pyttersen;fiscal;Schoterland;9554;4494;6642;0,461768970517158;0,2172015322896104;0,32101411507418465;53936;424;633;1312;4688;31543;0,03494659457155794;1,24870148895933e-01;0,84018325653250947;liberal;liberal;1845-05-24;1891-09-15;647;1919-09-10
00198;Brantsen van de Zijp;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Brantsen van de Zijp;fiscal;Sneek;5936;4286;3703;0,426283662477558;0,3077823193842475;0,26591057839067767;80803;1730;3100;6362;7742;26668;0,15603845776513292;1,89885215343863e-01;0,65407632689100359;protestant;confessional;1831-10-24;1882-12-11;3847;1899-11-08
01238;Seret;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Seret;fiscal;Gorinchem;1494;2852;326;0,319777397260274;0,6104034261089726;0,06976350756059421;85197;5136;7625;6353;7138;36323;0,12753442807242943;1,43293050146545e-01;0,72917252178102543;protestant;confessional;1845-08-30;1880-10-04;4645;1912-12-23
00163;van der Borch van Verwolde;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Borch van Verwolde;fiscal;Schiedam;6787;5777;1119;0,496016955346050;0,4221874287712487;0,08177482379582550;75748;674;3605;14667;5508;29281;0,29656664509867359;1,11371724361048e-01;0,59206163054027827;protestant;confessional;1842-02-01;1884-07-29;3251;1919-05-11
01374;Travaglino;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Travaglino;fiscal;Druten;0;0;0;NA;NA;NA;51195;4171;4362;29062;995;13248;0,67110033483431475;2,29765615979679e-02;0,30592310356771735;catholic;confessional;1831-09-19;1888-05-01;1879;1905-05-23
00334;Donner;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Donner;fiscal;Katwijk;1945;1418;1803;0,376500193573364;0,2744670273153477;0,34896880231292715;97590;3244;6937;18113;7374;20670;0,39242151786294610;1,59759083129319e-01;0,44781939900773449;protestant;confessional;1824-10-18;1880-02-20;4872;1903-08-31
00108;Bevers;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Bevers;fiscal;Doetinchem;8928;2161;6179;0,517025712300208;0,1251410295847835;0,35781620467533304;53051;1703;2565;17135;4000;28870;0,34266573342665735;7,99920007999200e-02;0,57734226577342262;catholic;confessional;1852-09-23;1888-05-01;1879;1909-01-05
01507;Walter;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Walter;fiscal;Hontenisse;0;0;0;NA;NA;NA;55929;6809;6813;26465;3288;14645;0,59608540925266906;7,40573899725213e-02;0,32985720077480968;catholic;confessional;1846-12-13;1888-05-01;1879;1900-01-23
00778;Lambrechts;0;Inkomstenbelasting 1893;1893-06-23;Tweede Kamer;Lambrechts;fiscal;Sittard;2278;1329;1541;0,442501942501943;0,2581363197702159;0,29929881503464140;30477;2475;16556;42261;1728;3603;0,88798537569339397;3,63086232980333e-02;0,07570600100857287;catholic;confessional;1839-10-12;1873-09-15;7221;1896-11-25
